"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.964693458E0,4.894970856E0,-2.378404083E0,1.987716522E0,5.793838333E0
1.974705458E0,4.721781006E0,-1.567839661E0,1.978136444E0,5.354097577E0
1.984718458E0,4.013903046E0,-1.372196503E0,1.657353516E0,4.554246543E0
1.994730458E0,3.008294220E0,-1.039887543E0,1.320404205E0,3.445963941E0
2.004742458E0,2.049088898E0,-7.286846924E-1,1.153950348E0,2.461980523E0
2.014754458E0,8.277786255E-1,-6.167175293E-1,1.257385254E0,1.626829936E0
2.024766458E0,1.785786438E-1,-4.159849548E-1,1.343755646E0,1.417960878E0
2.034778458E0,6.152206421E-2,-3.463796997E-1,1.194815369E0,1.245531062E0
2.044791458E0,-3.085084534E-1,-4.719685364E-1,1.262624359E0,1.382805857E0
2.054803458E0,-6.833290100E-1,-6.758445740E-1,1.361418915E0,1.666483089E0
2.064814583E0,-8.274792480E-1,-1.542242889E0,1.532513123E0,2.326334350E0
2.074826583E0,-1.251397705E-1,-5.215903473E0,2.018851776E0,5.594378562E0
2.084838583E0,2.415975952E-1,-1.147858017E1,2.982847137E0,1.186227420E1
2.094851583E0,-7.430548096E-1,-1.939905945E1,3.769461365E0,1.977585591E1
2.104863583E0,-2.558778992E0,-2.688319611E1,4.829556885E0,2.743315881E1
2.114875583E0,-5.304818573E0,-3.267076080E1,5.495222626E0,3.355170910E1
2.124887583E0,-9.080417175E0,-3.568878479E1,6.107449493E0,3.732886651E1
2.134899583E0,-1.207029968E1,-3.561813171E1,6.769073639E0,3.821208970E1
2.144912583E0,-1.163260986E1,-3.044399139E1,3.647465057E0,3.279417975E1
2.154924583E0,-7.095694427E0,-1.937436081E1,-8.844358063E0,2.244855019E1
2.164936583E0,-3.713028717E0,-1.231593887E1,-7.468419342E0,1.487434772E1
2.174948583E0,-2.484533386E0,-1.017030075E1,-3.720064087E0,1.111066156E1
2.184960583E0,-1.668879547E0,-8.584498444E0,-2.669398956E0,9.143547630E0
2.194973583E0,-1.114133148E0,-7.382198639E0,-1.825004883E0,7.685622437E0
2.204985583E0,-5.846841431E-1,-6.275250549E0,-1.580862579E0,6.497672776E0
2.214997583E0,4.200265503E-1,-5.226980438E0,-1.747765503E0,5.527425355E0
2.225009583E0,1.134939880E0,-4.766537933E0,-1.604513397E0,5.155815711E0
2.235021583E0,1.090033264E0,-4.917274475E0,-1.142873383E0,5.164680082E0
2.245034583E0,1.479523315E0,-5.249733124E0,-3.950285339E-1,5.468522164E0
2.255046583E0,1.770817566E0,-5.936205597E0,5.987548828E-1,6.223571254E0
