"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.176325042E0,4.275109863E0,-7.475305023E0,-2.535427551E0,8.976922769E0
3.186315042E0,3.321293335E0,-8.200846252E0,-3.518433380E0,9.521777257E0
3.196305042E0,3.241509247E0,-8.147856445E0,-3.776646423E0,9.547670138E0
3.206295042E0,3.048859863E0,-8.059390411E0,-2.782713318E0,9.054988331E0
3.216285042E0,2.105820923E0,-8.188422089E0,-3.746708679E0,9.247841045E0
3.226275042E0,2.144141235E0,-8.528814240E0,-3.726500702E0,9.551168591E0
3.236265042E0,4.901706848E0,-9.026828613E0,-3.360362091E0,1.080751582E1
3.246255042E0,3.828588409E0,-1.069121750E1,-2.024539948E0,1.153511954E1
3.256246042E0,7.777227173E0,-1.128967300E1,-4.460723877E0,1.441665830E1
3.266236042E0,5.087320862E0,-1.058314224E1,-2.905458069E-1,1.174598443E1
