"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.600615458E0,6.631210327E-1,1.017509079E1,-1.965562592E0,1.038439398E1
2.610546458E0,4.661306763E-1,9.912387085E0,-1.980082397E0,1.011896348E1
2.620476458E0,4.788542175E-1,9.636211395E0,-2.006577301E0,9.854553459E0
2.630407458E0,6.577322388E-1,9.325756989E0,-2.476001129E0,9.671242769E0
2.640338458E0,6.123765564E-1,8.987610168E0,-2.902314606E0,9.464437208E0
2.650268458E0,8.211923218E-1,8.874744873E0,-3.073109436E0,9.427590095E0
2.660199458E0,8.562194824E-1,8.879834290E0,-3.285667419E0,9.506849068E0
2.670130458E0,1.123862915E0,8.904832306E0,-3.400478668E0,9.598039457E0
2.680061458E0,1.214873657E0,9.149872742E0,-3.207529907E0,9.771608736E0
2.689991458E0,1.010847931E0,9.412726135E0,-3.320694580E0,1.003235961E1
2.699922458E0,1.043031006E0,9.823172607E0,-3.235222321E0,1.039467639E1
2.709853458E0,9.967771912E-1,9.827513580E0,-3.469634857E0,1.046957277E1
2.719784458E0,8.535250854E-1,9.766141205E0,-3.894152069E0,1.054848043E1
2.729714458E0,4.194277954E-1,9.557026062E0,-4.232897644E0,1.046088377E1
2.739645458E0,1.100212097E0,9.575437775E0,-4.254003754E0,1.053546502E1
2.749576458E0,1.168769531E0,9.199719086E0,-3.865112457E0,1.004688747E1
2.759507458E0,1.032852173E0,8.233478394E0,-3.782783661E0,9.119561519E0
2.769437458E0,1.433119812E0,7.199279022E0,-3.148851929E0,7.987410050E0
2.779368458E0,2.006876678E0,6.533613281E0,-2.442470856E0,7.258189884E0
2.789299458E0,1.929936676E0,6.710695038E0,-2.028431854E0,7.271356081E0
2.799230458E0,1.117126923E0,7.597750397E0,-2.254611511E0,8.003565250E0
2.809160458E0,-3.983216858E-1,9.053922272E0,-3.026256866E0,9.554600949E0
2.819091458E0,-1.936822357E0,1.051982391E1,-4.040847015E0,1.143444011E1
2.829022458E0,-2.586770782E0,1.154474258E1,-5.083428955E0,1.287686741E1
2.838952458E0,-2.312241669E0,1.217193832E1,-5.750591583E0,1.365913056E1
2.848883458E0,5.483097839E-1,1.245978973E1,-5.807173920E0,1.375755330E1
2.858814458E0,3.128494263E0,1.164293839E1,-4.553979950E0,1.288736684E1
2.868745458E0,4.129013672E0,1.026430527E1,-2.597847748E0,1.136457344E1
2.878675458E0,4.945565643E0,9.326655121E0,-8.982820129E-1,1.059490566E1
2.888606458E0,5.285059662E0,8.648116150E0,2.713856506E-1,1.013880756E1
2.898537458E0,5.178032227E0,8.347840576E0,4.677772522E-1,9.834494170E0
2.908468458E0,4.485572205E0,7.915689240E0,1.339714050E-1,9.099255051E0
2.918398458E0,3.714226227E0,7.450307007E0,-6.182144165E-2,8.325044916E0
2.928329458E0,2.513273621E0,6.995552673E0,-2.362088013E-1,7.437075776E0
2.938260458E0,1.441053314E0,6.639742584E0,-2.342628479E-1,6.798359752E0
2.948191458E0,7.155120850E-2,6.481820984E0,-2.215393066E-2,6.482253747E0
2.958121458E0,-1.986369324E0,6.865024109E0,-1.231938171E-1,7.147684648E0
2.968052458E0,-4.031266937E0,8.105943604E0,-1.156345367E0,9.126585858E0
2.977983458E0,-3.946692810E0,9.848769379E0,-1.805395660E0,1.076262495E1
2.987913458E0,-3.252436523E0,1.241817627E1,-2.223326569E0,1.302814746E1
2.997844458E0,-2.033670959E0,1.565294952E1,-2.558928680E0,1.599058355E1
3.007775458E0,3.758683777E-1,1.858280685E1,-2.499053192E0,1.875385972E1
3.017706458E0,4.185296631E0,2.046214874E1,-7.710466003E-1,2.090001799E1
3.027636458E0,6.493496704E0,2.049777466E1,1.409618683E0,2.154788366E1
3.037567458E0,6.342460785E0,1.762958908E1,1.610201569E0,1.880483898E1
3.047498458E0,5.507497101E0,1.303115158E1,1.668729858E0,1.424528326E1
3.057429458E0,5.319338379E0,9.355095978E0,9.912387085E-1,1.080720758E1
3.067359458E0,5.043162689E0,7.478598175E0,-2.359094238E-1,9.023224137E0
3.077290458E0,5.132526855E0,5.533243561E0,-1.122665405E0,7.630202739E0
3.087221458E0,5.287903748E0,4.958588562E0,-1.714534607E0,7.449104341E0
3.097152458E0,4.999303894E0,5.790708160E0,-2.566562805E0,8.069236956E0
3.107082458E0,4.577331390E0,6.900650024E0,-3.581602020E0,9.022128709E0
3.117013458E0,3.778592377E0,7.266938324E0,-3.889661407E0,9.067282880E0
3.126944458E0,2.695145416E0,7.230863342E0,-3.766617279E0,8.587001759E0
3.136875458E0,1.773511963E0,7.272476807E0,-3.359164581E0,8.204769971E0
3.146805458E0,1.036444702E0,7.362888794E0,-2.897823944E0,7.980208808E0
3.156737167E0,4.803511047E-1,7.290289764E0,-2.501747589E0,7.722551588E0
3.166668167E0,1.769320679E-1,7.232659607E0,-2.323168945E0,7.598669877E0
3.176599167E0,1.601669312E-2,7.177274780E0,-2.205214233E0,7.508428572E0
3.186529167E0,-4.730163574E-2,6.938371582E0,-2.015109558E0,7.225226930E0
3.196460167E0,-8.711883545E-2,6.674021301E0,-2.122286682E0,7.003873984E0
3.206391167E0,-1.272354126E-2,6.491850128E0,-2.544558563E0,6.972736784E0
3.216321167E0,1.811233521E-1,6.393953705E0,-2.854114838E0,7.004385851E0
3.226252167E0,3.472778320E-1,6.310876465E0,-3.035986633E0,7.011774275E0
3.236183167E0,4.412823486E-1,6.248755646E0,-3.131488037E0,7.003420204E0
3.246114167E0,6.614744568E-1,6.258485413E0,-3.264411621E0,7.089610098E0
